Aggregatibacter segnis,0.0,0.0,140.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
Aggregatibacter sp. 2125159857,0.0,0.0,52.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aggregatibacter sp. Marseille-P9115,0.0,0.0,0.0,0.0,0.0,19.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aggregatibacter sp. oral taxon 513,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrobacterium tumefaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akkermansia biwaensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.0,0.0,0.0,0.0
Akkermansia muciniphila,254364.0,155.0,61.0,77.0,5209834.0,404470.0,1414565.0,44346.0,5648.0,10493.0,377.0,283.0,3624245.0,970519.0,294.0,1978.0,3997.0,289.0,722827.0,69.0,3928339.0,144667.0,27.0,122.0,315.0
Alicyclobacillus mengziensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Alistipes communis,57651.0,11461.0,0.0,12172.0,7008.0,1353.0,7285.0,17970.0,29420.0,12007.0,2196.0,64545.0,104124.0,42066.0,98545.0,208.0,12643.0,93046.0,131134.0,7685.0,129855.0,186396.0,39167.0,7521.0,25487.0
Alistipes dispar,5892.0,61.0,19.0,334.0,905.0,208.0,1572.0,9554.0,585.0,167.0,220.0,1437.0,1909.0,1247.0,2833.0,66.0,745.0,1425.0,1022.0,325.0,613.0,695.0,55181.0,221.0,311.0
Alistipes finegoldii,21669.0,418981.0,56.0,355821.0,314119.0,124843.0,18244.0,53171.0,20156.0,8566.0,325993.0,64601.0,1253916.0,9331.0,47168.0,115148.0,22772.0,136182.0,810784.0,61987.0,61759.0,139301.0,6929.0,6624.0,167722.0
Alistipes ihumii,4070.0,0.0,0.0,42720.0,256.0,141.0,686.0,185.0,56978.0,7843.0,569.0,84338.0,1456.0,0.0,70365.0,19.0,377.0,11952.0,37844.0,0.0,1307.0,51878.0,580.0,370.0,736.0
Alistipes indistinctus,8958.0,0.0,0.0,6950.0,66879.0,442.0,3474.0,21.0,1179.0,29.0,0.0,111505.0,197570.0,0.0,9343.0,0.0,921.0,3121.0,14059.0,1494.0,53696.0,16494.0,63479.0,0.0,19.0
Alistipes megaguti,35833.0,891.0,0.0,2394.0,1331.0,1500.0,165.0,351.0,60.0,3321.0,491.0,280.0,3183.0,56.0,1584.0,510.0,62.0,680.0,5453.0,261.0,453.0,21025.0,2969.0,88.0,88861.0
Alistipes onderdonkii,82683.0,11138.0,17.0,6296.0,528338.0,239454.0,665939.0,4380.0,183010.0,243442.0,6686.0,173774.0,136623.0,372553.0,47417.0,4319.0,54195.0,324836.0,534519.0,235360.0,424693.0,503300.0,54646.0,2302.0,4631.0
Alistipes senegalensis,1812.0,3035.0,0.0,3274.0,68000.0,16337.0,14885.0,4253.0,1357.0,218.0,4718.0,3684.0,32712.0,214.0,110074.0,6088.0,2086.0,12378.0,56766.0,1233.0,32421.0,3327.0,1252.0,3640.0,4078.0
Alistipes shahii,65331.0,106003.0,0.0,127390.0,348989.0,520563.0,3783.0,859013.0,85407.0,5099.0,204731.0,109646.0,3014676.0,647.0,236223.0,2900.0,68731.0,108004.0,286786.0,10059.0,207487.0,62986.0,61665.0,127067.0,262806.0
Alistipes sp. dk3624,2717.0,64.0,0.0,71.0,48.0,41501.0,48.0,0.0,114.0,349.0,40.0,239.0,220.0,23.0,114806.0,436.0,23.0,26716.0,33141.0,28.0,108.0,99.0,17.0,32.0,92.0
Alkaliflexus sp. Ai-910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Alkalihalobacillus clausii,0.0,0.0,0.0,21.0,108.0,0.0,0.0,0.0,0.0,0.0,17.0,64.0,0.0,59.0,887.0,19.0,25.0,37.0,0.0,0.0,101.0,109.0,0.0,0.0,0.0
Alkaliphilus metalliredigens,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amedibacterium intestinale,157.0,1988.0,227041.0,9761.0,1928.0,3354.0,1905.0,2197.0,3024.0,920.0,677.0,2199.0,866.0,1742.0,2353.0,5745.0,504.0,4418.0,1744.0,6791.0,458.0,632.0,1202.0,4516.0,6593.0
Aminipila butyrica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aminipila luticellarii,106.0,0.0,0.0,0.0,70.0,0.0,1808.0,0.0,183.0,0.0,26.0,0.0,22.0,729.0,152.0,0.0,51.0,1914.0,41.0,66.0,60.0,1599.0,33.0,0.0,132.0
Aminipila terrae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaerobutyricum hallii,646188.0,313417.0,11421.0,860341.0,1509190.0,832521.0,563022.0,1931301.0,418353.0,1030162.0,600293.0,990185.0,324759.0,1425448.0,539776.0,838956.0,876342.0,830633.0,835987.0,1846493.0,601492.0,652282.0,1097595.0,770984.0,1797511.0
Anaerococcus mediterraneensis,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaerococcus obesiensis,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,109.0,65.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,111.0,586.0,208.0,0.0,0.0
Anaerococcus vaginalis,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,456.0,199.0,0.0,0.0
Anaerocolumna cellulosilytica,28.0,16.0,0.0,21.0,18.0,0.0,49.0,35.0,47.0,48.0,38.0,0.0,14.0,18.0,45.0,51.0,35.0,43.0,30.0,12.0,0.0,0.0,17.0,34.0,0.0
Anaerocolumna chitinilytica,0.0,12.0,0.0,0.0,19.0,24.0,13.0,0.0,0.0,0.0,15.0,0.0,12.0,0.0,22.0,0.0,0.0,0.0,20.0,0.0,0.0,16.0,0.0,18.0,0.0
Anaerocolumna sedimenticola,24.0,14.0,0.0,19.0,0.0,17.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,19.0,0.0,50.0,0.0,14.0,19.0
Anaeromicropila herbilytica,29.0,16.0,0.0,24.0,14.0,42.0,0.0,32.0,19.0,16.0,24.0,11.0,15.0,14.0,21.0,0.0,0.0,13.0,31.0,0.0,19.0,19.0,0.0,0.0,13.0
Anaeropeptidivorans aminofermentans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Anaerostipes caccae,22.0,36.0,731.0,127.0,10787.0,34.0,260.0,3896.0,52.0,1339.0,3107.0,244.0,7853.0,9465.0,154.0,2768.0,247.0,282.0,170.0,1859.0,1783.0,3172.0,58.0,48.0,14500.0
Anaerostipes hadrus,260573.0,235650.0,2711.0,1042579.0,1839230.0,298535.0,618745.0,572963.0,600995.0,347189.0,836372.0,2227090.0,227478.0,2492103.0,1452580.0,876905.0,863110.0,501701.0,1043971.0,316353.0,1405120.0,540398.0,1066219.0,685706.0,2612728.0
Anaerostipes rhamnosivorans,102.0,30.0,135.0,65.0,31.0,171.0,14.0,302.0,19.0,85.0,44.0,83.0,45.0,207.0,36.0,59.0,25.0,26.0,42.0,41.0,19.0,183.0,20.0,49.0,1032.0
Anaerotignum propionicum,53.0,31.0,13.0,0.0,0.0,52.0,16.0,210.0,0.0,12.0,0.0,22.0,34.0,203.0,101.0,22.0,36.0,0.0,103.0,74.0,0.0,0.0,177.0,17.0,198.0
Anaerotruncus colihominis,8615.0,11258.0,3788.0,12111.0,64206.0,28782.0,38626.0,128157.0,27117.0,6602.0,17823.0,21949.0,41384.0,23011.0,26688.0,26701.0,16391.0,43237.0,21368.0,6649.0,25327.0,29333.0,11022.0,3787.0,2972.0
Anoxybacillus flavithermus,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0
Anseongella ginsenosidimutans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Arabiibacter massiliensis,0.0,0.0,0.0,0.0,144.0,11.0,13.0,16.0,27.0,0.0,15.0,71.0,29.0,13.0,54.0,22.0,0.0,0.0,11.0,0.0,47.0,55.0,25.0,0.0,21.0
Arachnia propionica,42.0,0.0,218.0,40.0,52.0,21.0,11.0,57.0,0.0,89.0,0.0,20.0,35.0,148.0,225.0,884.0,248.0,38.0,197.0,189.0,273.0,663.0,526.0,22.0,360.0
Arachnia rubra,17.0,0.0,677.0,108.0,21.0,0.0,51.0,130.0,0.0,146.0,11.0,54.0,0.0,78.0,0.0,336.0,75.0,0.0,247.0,365.0,870.0,0.0,462.0,21.0,462.0
Arcanobacterium haemolyticum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
Arthrobacter alpinus,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0
Atopobium sp. oral taxon 416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Aurodevirus hiberniae,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0
Aurodevirus intestinalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
Bacillus cereus,0.0,0.0,0.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,0.0,0.0,0.0
Bacillus paralicheniformis,172.0,143.0,0.0,1163.0,131.0,586.0,256.0,295.0,279.0,128.0,272.0,146.0,0.0,107.0,558.0,466.0,1466.0,94.0,549.0,0.0,154.0,352.0,406.0,311.0,60.0
Bacillus smithii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides caccae,36451.0,100355.0,320.0,80066.0,418.0,146130.0,3213.0,37370.0,20952.0,217670.0,3912.0,657717.0,240694.0,250255.0,7774.0,238232.0,16682.0,506344.0,252922.0,23736.0,1507.0,69401.0,4220.0,116514.0,6051.0
Bacteroides caecimuris,1540.0,2677.0,492.0,1521.0,24.0,1535.0,1929.0,864.0,333.0,9475.0,2089.0,1090.0,2604.0,10616.0,893.0,1876.0,1479.0,1628.0,6920.0,2315.0,220.0,2467.0,2374.0,723.0,4573.0
Bacteroides cellulosilyticus,112385.0,3258.0,251.0,3903028.0,653730.0,25464.0,350.0,7769.0,107960.0,4879.0,339.0,1299632.0,1032520.0,980.0,236788.0,633.0,47.0,14995.0,1572207.0,145.0,259.0,7162.0,599.0,1198969.0,131862.0
Bacteroides coprosuis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,39.0,0.0,0.0
Bacteroides eggerthii,2042.0,63462.0,6600.0,8197.0,7909.0,18803.0,4735.0,2861.0,1049.0,14591.0,1547.0,1362.0,637087.0,12864.0,120128.0,52506.0,3468.0,153057.0,12354.0,5145.0,894440.0,2130.0,11284.0,1674.0,8763.0
Bacteroides faecis,3631.0,12759.0,1159.0,3627.0,31876.0,5660.0,1340.0,12298.0,6623.0,2867.0,7215.0,250063.0,4190.0,2679.0,3476.0,14139.0,851.0,10363.0,10752.0,747.0,276680.0,6973.0,5795.0,3830.0,9098.0
Bacteroides faecium,434.0,432.0,224.0,3811.0,187.0,204.0,3220.0,92.0,491.0,2390.0,3721.0,603.0,12727.0,2843.0,793.0,731.0,164.0,107.0,517.0,104.0,53.0,219.0,557.0,857.0,14551.0
Bacteroides fragilis,176251.0,254376.0,317084.0,1203616.0,1283229.0,201881.0,980338.0,244358.0,180017.0,456509.0,1292308.0,451794.0,254188.0,108587.0,121165.0,86183.0,73085.0,604250.0,349043.0,78957.0,201629.0,159117.0,205519.0,336004.0,2135665.0
Bacteroides helcogenes,409.0,350.0,4443.0,197.0,57.0,112.0,44.0,69.0,44.0,223.0,0.0,46.0,62.0,181.0,45.0,3782.0,0.0,3072.0,2854.0,11.0,157.0,233.0,123.0,0.0,27.0
Bacteroides heparinolyticus,100.0,0.0,0.0,33.0,0.0,92.0,37.0,58.0,16.0,21.0,0.0,12.0,0.0,0.0,31.0,56.0,0.0,22.0,22.0,0.0,0.0,275.0,24.0,0.0,0.0
Bacteroides humanifaecis,11776.0,32756.0,19726.0,20399.0,7020.0,69577.0,105351.0,433045.0,26492.0,140271.0,5031.0,57028.0,17291.0,77567.0,10764.0,132145.0,9070.0,118785.0,10383.0,10156.0,20978.0,17481.0,4314.0,3849.0,102214.0
Bacteroides intestinalis,1038.0,7533.0,37.0,11530.0,832.0,158318.0,1100.0,294.0,472.0,1370.0,23.0,3159.0,110437.0,5374.0,359257.0,1567.0,829.0,204197.0,245124.0,66.0,354.0,1971.0,0.0,9688.0,1380702.0
Bacteroides luhongzhouii,690.0,513.0,1656.0,2593.0,91.0,2208.0,2177.0,1375.0,181.0,2001.0,12744.0,538.0,436.0,1553.0,620.0,1162.0,472.0,426.0,354.0,239.0,449.0,1956.0,257.0,2090.0,5386.0
Bacteroides nordii,2031.0,2075.0,0.0,43535.0,146.0,1359.0,74391.0,0.0,27.0,571.0,8296.0,138.0,2889.0,837.0,15361.0,143203.0,2909.0,251.0,10104.0,2427.0,51.0,5629.0,5612.0,7367.0,22475.0
Bacteroides ovatus,99235.0,580699.0,171652.0,165312.0,35606.0,730881.0,709081.0,1045045.0,70083.0,1313747.0,176811.0,71655.0,125403.0,107087.0,85767.0,464292.0,65230.0,389368.0,63178.0,27749.0,64071.0,54090.0,72083.0,254138.0,3174707.0
Bacteroides salyersiae,774.0,2909.0,1330.0,2461.0,2338.0,1733.0,1746.0,553.0,256202.0,73793.0,757.0,125292.0,4276.0,6135.0,199965.0,5131.0,342.0,11510.0,776822.0,560.0,2328.0,558.0,2467.0,3010.0,2771.0
Bacteroides sp. A1C1,6052.0,161902.0,3035.0,41295.0,11834.0,110960.0,219755.0,480407.0,14264.0,136605.0,12060.0,44046.0,17607.0,51224.0,15996.0,63140.0,7011.0,162226.0,54522.0,11525.0,115196.0,26053.0,24495.0,21780.0,101745.0
Bacteroides sp. BFG-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914.0,0.0,0.0,0.0,0.0,0.0,1477.0,0.0,0.0,0.0,0.0,11957.0,0.0
Bacteroides sp. CACC 737,1363.0,68293.0,1646.0,24024.0,7438.0,142818.0,43546.0,106952.0,49641.0,25507.0,27429.0,73797.0,28867.0,79433.0,7219.0,56726.0,7230.0,77644.0,15865.0,5183.0,20769.0,16423.0,14503.0,29837.0,142601.0
Bacteroides sp. D2,2144.0,6714.0,5764.0,28916.0,3670.0,28258.0,20656.0,23449.0,1298.0,26516.0,4142.0,1600.0,1017.0,4841.0,2051.0,17626.0,1989.0,5038.0,2078.0,732.0,2033.0,6501.0,1255.0,6161.0,40239.0
Bacteroides sp. DH3716P,2658.0,40859.0,45580.0,8738.0,2149.0,145978.0,48097.0,9768.0,1328.0,26499.0,85557.0,12734.0,19222.0,16459.0,8878.0,29878.0,1912.0,7454.0,18121.0,10782.0,5567.0,12784.0,15871.0,366447.0,729288.0
Bacteroides sp. HF-162,4359.0,38289.0,3181.0,57080.0,4967.0,112879.0,51371.0,338884.0,13378.0,50343.0,9866.0,303411.0,41213.0,31206.0,65823.0,94028.0,13044.0,124970.0,21088.0,3876.0,115073.0,65624.0,8192.0,52301.0,108405.0
Bacteroides sp. M10,2067.0,545.0,3140.0,37368.0,3318.0,19029.0,10337.0,26640.0,893.0,33261.0,2248.0,741.0,789.0,674.0,923.0,28421.0,1875.0,7807.0,1217.0,586.0,2189.0,7282.0,1808.0,9133.0,14385.0
Bacteroides sp. PHL 2737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4357.0,0.0,19914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides sp. ZJ-18,0.0,0.0,0.0,0.0,352.0,0.0,2088.0,0.0,145.0,267.0,0.0,0.0,2362.0,417.0,744.0,197.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,1490.0
Bacteroides stercoris,469496.0,1804932.0,883.0,22568.0,571949.0,1005461.0,2746.0,768.0,1084.0,26556.0,3268.0,296723.0,1310636.0,697787.0,11544.0,1966170.0,226432.0,6597737.0,17743.0,387100.0,91410.0,2172.0,624952.0,2514.0,1739.0
Bacteroides thetaiotaomicron,24379.0,41708.0,74088.0,486457.0,14835.0,122348.0,320954.0,977554.0,36564.0,789255.0,286410.0,56469.0,90450.0,1205294.0,184355.0,521595.0,22878.0,405290.0,390872.0,10180.0,14239.0,413262.0,43397.0,71976.0,67995.0
Bacteroides uniformis,431493.0,4615121.0,311483.0,3208350.0,1918331.0,3272229.0,3675855.0,6375770.0,352151.0,4242500.0,1546591.0,5552549.0,512697.0,4418084.0,583849.0,6504568.0,469210.0,3115063.0,2144079.0,284574.0,2952358.0,1088531.0,3658859.0,972743.0,11920871.0
Bacteroides xylanisolvens,67133.0,218085.0,280435.0,159085.0,6152.0,101578.0,251392.0,96093.0,19245.0,306338.0,1580740.0,118747.0,104100.0,1315587.0,280704.0,138971.0,86379.0,55453.0,221598.0,15363.0,162911.0,83065.0,107764.0,329847.0,1261115.0
Bacteroides zhangwenhongii,8094.0,890.0,674.0,1080.0,3127.0,1456.0,480.0,342.0,107494.0,1779.0,354.0,27450.0,102079.0,239.0,22433.0,225529.0,89830.0,5499.0,95584.0,80192.0,118.0,757.0,146653.0,2284.0,503.0
Bacteroides zoogleoformans,131.0,31.0,0.0,16.0,18.0,622.0,21.0,0.0,13.0,19.0,0.0,15.0,138.0,182.0,0.0,150.0,0.0,2223.0,21.0,0.0,32.0,309.0,54.0,0.0,0.0
Barnesiella viscericola,3323.0,1748.0,18.0,2602.0,603.0,990.0,409.0,1390.0,675.0,3721.0,69.0,4327.0,8916.0,2228.0,3633.0,2922.0,469.0,1031.0,3424.0,182.0,7820.0,10330.0,1857.0,64.0,21835.0
Berryella intestinalis,0.0,0.0,0.0,0.0,15.0,613.0,17.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,75.0,48.0,0.0,0.0,15.0,0.0,164.0,52.0,0.0,0.0,73.0
